id,final selection,ontology order,acronym,name,voxel count
10726,0,936,FOTUgr,"Folium-tuber vermis (VII), granular layer",128
951,1,937,PYR,Pyramus (VIII),551
10731,0,938,PYRmo,"Pyramus (VIII), molecular layer",315
10730,0,939,PYRpu,"Pyramus (VIII), Purkinje layer",0
10729,0,940,PYRgr,"Pyramus (VIII), granular layer",236
957,1,941,UVU,Uvula (IX),1567
10734,0,942,UVUmo,"Uvula (IX), molecular layer",852
10733,0,943,UVUpu,"Uvula (IX), Purkinje layer",0
10732,0,944,UVUgr,"Uvula (IX), granular layer",715
968,1,945,NOD,Nodulus (X),1276
10737,0,946,NODmo,"Nodulus (X), molecular layer",673
10736,0,947,NODpu,"Nodulus (X), Purkinje layer",0
10735,0,948,NODgr,"Nodulus (X), granular layer",603
1073,0,949,HEM,Hemispheric regions,25886
1007,1,950,SIM,Simple lobule,5218
10674,0,951,SIMmo,"Simple lobule, molecular layer",3127
10673,0,952,SIMpu,"Simple lobule, Purkinje layer",0
10672,0,953,SIMgr,"Simple lobule, granular layer",2091
1017,1,954,AN,Ansiform lobule,9044
1056,0,955,ANcr1,Crus 1,5181
10677,0,956,ANcr1mo,"Crus 1, molecular layer",2963
10676,0,957,ANcr1pu,"Crus 1, Purkinje layer",0
10675,0,958,ANcr1gr,"Crus 1, granular layer",2218
1064,0,959,ANcr2,Crus 2,3863
10680,0,960,ANcr2mo,"Crus 2, molecular layer",2132
10679,0,961,ANcr2pu,"Crus 2, Purkinje layer",0
10678,0,962,ANcr2gr,"Crus 2, granular layer",1731
1025,1,963,PRM,Paramedian lobule,3243
10683,0,964,PRMmo,"Paramedian lobule, molecular layer",1892
10682,0,965,PRMpu,"Paramedian lobule, Purkinje layer",0
10681,0,966,PRMgr,"Paramedian lobule, granular layer",1351
1033,1,967,COPY,Copula pyramidis,1750
10686,0,968,COPYmo,"Copula pyramidis, molecular layer",966
10685,0,969,COPYpu,"Copula pyramidis, Purkinje layer",0
10684,0,970,COPYgr,"Copula pyramidis, granular layer",784
1041,1,971,PFL,Paraflocculus,5283
10689,0,972,PFLmo,"Paraflocculus, molecular layer",2985
10688,0,973,PFLpu,"Paraflocculus, Purkinje layer",0
10687,0,974,PFLgr,"Paraflocculus, granular layer",2298
1049,1,975,FL,Flocculus,1348
10692,0,976,FLmo,"Flocculus, molecular layer",737
10691,0,977,FLpu,"Flocculus, Purkinje layer",0
10690,0,978,FLgr,"Flocculus, granular layer",611
1144,0,979,CBXmo,"Cerebellar cortex, molecular layer",0
1145,0,980,CBXpu,"Cerebellar cortex, Purkinje layer",0
1143,0,981,CBXgr,"Cerebellar cortex, granular layer",0
519,0,982,CBN,Cerebellar nuclei,1116
989,1,983,FN,Fastigial nucleus,337
91,1,984,IP,Interposed nucleus,529
846,1,985,DN,Dentate nucleus,250
1009,1,986,fiber tracts,fiber tracts,68388
967,0,987,cm,cranial nerves,20631
885,0,988,tn,terminal nerve,0
949,0,989,von,vomeronasal nerve,65
840,0,990,In,olfactory nerve,7554
1016,0,991,onl,olfactory nerve layer of main olfactory bulb,4092
21,0,992,lotg,"lateral olfactory tract, general",1744
665,0,993,lot,"lateral olfactory tract, body",1716
538,0,994,lotd,dorsal limb,28
459,0,995,aolt,accessory olfactory tract,0
900,0,996,aco,"anterior commissure, olfactory limb",1718
848,0,997,IIn,optic nerve,2713
876,0,998,aot,accessory optic tract,0
916,0,999,bsc,brachium of the superior colliculus,800
336,0,1000,csc,superior colliculus commissure,67
117,0,1001,och,optic chiasm,540
125,0,1002,opt,optic tract,1306
357,0,1003,ttp,tectothalamic pathway,0
832,0,1004,IIIn,oculomotor nerve,1581
62,0,1005,mlf,medial longitudinal fascicle,1497
158,0,1006,pc,posterior commissure,84
911,0,1007,IVn,trochlear nerve,0
384,0,1008,IVd,trochlear nerve decussation,0
710,0,1009,VIn,abducens nerve,0
901,0,1010,Vn,trigeminal nerve,2717
93,0,1011,moV,motor root of the trigeminal nerve,298
229,0,1012,sV,sensory root of the trigeminal nerve,1891
705,0,1013,mtV,midbrain tract of the trigeminal nerve,33
794,0,1014,sptV,spinal tract of the trigeminal nerve,1858
798,0,1015,VIIn,facial nerve,382
1131,0,1016,iVIIn,intermediate nerve,0
1116,0,1017,gVIIn,genu of the facial nerve,122
933,0,1018,VIIIn,vestibulocochlear nerve,3674
1076,0,1019,cvb,efferent cochleovestibular bundle,0
413,0,1020,vVIIIn,vestibular nerve,229
948,0,1021,cVIIIn,cochlear nerve,3366
841,0,1022,tb,trapezoid body,1054
641,0,1023,ias,intermediate acoustic stria,0
506,0,1024,das,dorsal acoustic stria,0
658,0,1025,ll,lateral lemniscus,1656
633,0,1026,cic,inferior colliculus commissure,9
482,0,1027,bic,brachium of the inferior colliculus,647
808,0,1028,IXn,glossopharyngeal nerve,0
917,0,1029,Xn,vagus nerve,94
237,0,1030,ts,solitary tract,94
717,0,1031,XIn,accessory spinal nerve,0
813,0,1032,XIIn,hypoglossal nerve,0
925,0,1033,vrt,ventral roots,0
792,0,1034,drt,dorsal roots,1851
932,0,1035,cett,cervicothalamic tract,1851
570,0,1036,dl,dorsolateral fascicle,0
522,0,1037,dcm,dorsal commissure of the spinal cord,0
858,0,1038,vc,ventral commissure of the spinal cord,0
586,0,1039,fpr,fasciculus proprius,0
514,0,1040,dc,dorsal column,78
380,0,1041,cuf,cuneate fascicle,67
388,0,1042,grf,gracile fascicle,11
396,0,1043,iaf,internal arcuate fibers,0
697,0,1044,ml,medial lemniscus,1773
871,0,1045,sst,spinothalamic tract,0
29,0,1046,sttl,lateral spinothalamic tract,0
389,0,1047,sttv,ventral spinothalamic tract,0
245,0,1048,scrt,spinocervical tract,0
261,0,1049,sop,spino-olivary pathway,0
270,0,1050,srp,spinoreticular pathway,0
293,0,1051,svp,spinovestibular pathway,0
277,0,1052,stp,spinotectal pathway,0
253,0,1053,shp,spinohypothalamic pathway,0
285,0,1054,step,spinotelenchephalic pathway,0
627,0,1055,hht,hypothalamohypophysial tract,0
960,0,1056,cbf,cerebellum related fiber tracts,16002
744,0,1057,cbc,cerebellar commissure,362
752,0,1058,cbp,cerebellar peduncles,6843
326,0,1059,scp,superior cerebelar peduncles,2744
812,0,1060,dscp,superior cerebellar peduncle decussation,402
85,0,1061,sct,spinocerebellar tract,0
850,0,1062,uf,uncinate fascicle,0
866,0,1063,sctv,ventral spinocerebellar tract,1633
78,0,1064,mcp,middle cerebellar peduncle,2685
1123,0,1065,icp,inferior cerebellar peduncle,1414
553,0,1066,sctd,dorsal spinocerebellar tract,0
499,0,1067,cct,cuneocerebellar tract,0
650,0,1068,jrb,juxtarestiform body,0
490,0,1069,bct,bulbocerebellar tract,0
404,0,1070,oct,olivocerebellar tract,0
410,0,1071,rct,reticulocerebellar tract,0
373,0,1072,tct,trigeminocerebellar tract,0
728,0,1073,arb,arbor vitae,8797
983,0,1074,lfbs,lateral forebrain bundle system,18459
776,0,1075,cc,corpus callosum,10548
956,0,1076,fa,"corpus callosum, anterior forceps",4273
579,0,1077,ec,external capsule,2982
964,0,1078,ee,"corpus callosum, extreme capsule",0
1108,0,1079,ccg,genu of corpus callosum,751
971,0,1080,fp,"corpus callosum, posterior forceps",735
979,0,1081,ccr,"corpus callosum, rostrum",0
986,0,1082,ccs,"corpus callosum, splenium",206
784,0,1083,cst,corticospinal tract,7413
6,0,1084,int,internal capsule,3406
924,0,1085,cpd,cerebal peduncle,2550
1036,0,1086,cte,corticotectal tract,0
1012,0,1087,crt,corticorubral tract,0
1003,0,1088,cpt,corticopontine tract,0
994,0,1089,cbt,corticobulbar tract,0
190,0,1090,py,pyramid,1177
198,0,1091,pyd,pyramidal decussation,0
1019,0,1092,cstc,"corticospinal tract, crossed",0
1028,0,1093,cstu,"corticospinal tract, uncrossed",0
896,0,1094,lfbst,thalamus related,498
1092,0,1095,em,external medullary lamina of the thalamus,479
14,0,1096,im,internal medullary lamina of the thalamus,19
86,0,1097,mtc,middle thalamic commissure,0
365,0,1098,tp,thalamic peduncles,0
1000,0,1099,eps,extrapyramidal fiber systems,1223
760,0,1100,epsc,cerebral nuclei related,0
142,0,1101,pap,pallidothalmic pathway,0
102,0,1102,nst,nigrostriatal tract,0
109,0,1103,ntt,nigrothalamic fibers,0
134,0,1104,ptf,pallidotegmental fascicle,0
309,0,1105,snp,striatonigral pathway,0
317,0,1106,stf,subthalamic fascicle,0
877,0,1107,tsp,tectospinal pathway,418
1051,0,1108,tspd,direct tectospinal pathway,0
1060,0,1109,dtd,doral tegmental decussation,89
1043,0,1110,tspc,crossed tectospinal pathway,0
863,0,1111,rust,rubrospinal tract,805
397,0,1112,vtd,ventral tegmental decussation,130
221,0,1113,rrt,rubroreticular tract,0
736,0,1114,ctb,central tegmental bundle,0
855,0,1115,rst,retriculospinal tract,0
205,0,1116,rstl,"retriculospinal tract, lateral part",0
213,0,1117,rstm,"retriculospinal tract, medial part",0
941,0,1118,vsp,vestibulospinal pathway,0
991,0,1119,mfbs,medial forebrain bundle system,12073
768,0,1120,mfbc,cerebrum related,10503
884,0,1121,amc,amygdalar capsule,406
892,0,1122,apd,ansa peduncularis,0
908,0,1123,act,"anterior commissure, temporal limb",334
940,0,1124,cing,cingulum bundle,984
1099,0,1125,fxs,fornix system,7562
466,0,1126,alv,alveus,3239
530,0,1127,df,dorsal fornix,262
603,0,1128,fi,fimbria,2161
745,0,1129,fxprg,"precommissural fornix, general",0
420,0,1130,db,precommissural fornix diagonal band,0
737,0,1131,fxpo,postcommissural fornix,563
428,0,1132,mct,medial corticohypothalmic tract,0
436,0,1133,fx,columns of the fornix,563
618,0,1134,hc,hippocampal commissures,1337
443,0,1135,dhc,dorsal hippocampal commissure,1010
449,0,1136,vhc,ventral hippocampal commissure,327
713,0,1137,per,perforant path,0
474,0,1138,ab,angular path,0
37,0,1139,lab,longitudinal association bundle,0
301,0,1140,st,stria terminalis,1217
824,0,1141,mfsbshy,hypothalamus related,1570
54,0,1142,mfb,medial forebrain bundle,0
405,0,1143,vlt,ventrolateral hypothalamic tract,0
174,0,1144,poc,preoptic commissure,0
349,0,1145,sup,supraoptic commissures,0
817,0,1146,supa,"supraoptic commissures, anterior",0
825,0,1147,supd,"supraoptic commissures, dorsal",0
833,0,1148,supv,"supraoptic commissures, ventral",0
166,0,1149,pmx,premammillary commissure,0
341,0,1150,smd,supramammillary decussation,28
182,0,1151,php,propriohypothalamic pathways,0
762,0,1152,phpd,"propriohypothalamic pathways, dorsal",0
770,0,1153,phpl,"propriohypothalamic pathways, lateral",0
779,0,1154,phpm,"propriohypothalamic pathways, medial",0
787,0,1155,phpv,"propriohypothalamic pathways, ventral",0
150,0,1156,pvbh,periventricular bundle of the hypothalamus,0
46,0,1157,mfbsma,mammillary related,459
753,0,1158,pm,principal mammillary tract,36
690,0,1159,mtt,mammilothalmic tract,207
681,0,1160,mtg,mammillotegmental tract,150
673,0,1161,mp,mammillary peduncle,66
1068,0,1162,mfbst,dorsal thalamus related,0
722,0,1163,pvbt,periventricular bundle of the thalamus,0
1083,0,1164,mfbse,epithalamus related,1083
802,0,1165,sm,stria medullaris,661
595,0,1166,fr,fasciculus retroflexus,364
611,0,1167,hbc,habenular commissure,58
730,0,1168,PIS,pineal stalk,0
70,0,1169,mfbsm,midbrain related,0
547,0,1170,dlf,dorsal longitudinal fascicle,0
563,0,1171,dtt,dorsal tegmental tract,0
73,0,1172,VS,ventricular systems,0
81,0,1173,VL,lateral ventricle,0
89,0,1174,RC,rhinocele,0
98,0,1175,SEZ,subependymal zone,0
108,0,1176,chpl,choroid plexus,0
116,0,1177,chfl,choroid fissure,0
124,0,1178,IVF,interventricular foramen,0
129,0,1179,V3,third ventricle,0
140,0,1180,AQ,cerebral aqueduct,0
145,0,1181,V4,fourth ventricle,0
153,0,1182,V4r,lateral recess,0
164,0,1183,c,"central canal, spinal cord/medulla",0
1024,0,1184,grv,grooves,0
1032,0,1185,grv of CTX,grooves of the cerebral cortex,0
1055,0,1186,eg,endorhinal groove,0
1063,0,1187,hf,hippocampal fissure,0
1071,0,1188,rf,rhinal fissure,0
1078,0,1189,ri,rhinal incisure,0
1040,0,1190,grv of CBX,grooves of the cerebellar cortex,0
1087,0,1191,pce,precentral fissure,0
1095,0,1192,pcf,preculminate fissure,0
1103,0,1193,pri,primary fissure,0
1112,0,1194,psf,posterior superior fissure,0
1119,0,1195,ppf,prepyramidal fissure,0
3,0,1196,sec,secondary fissure,0
11,0,1197,plf,posterolateral fissure,0
18,0,1198,nf,nodular fissure,0
25,0,1199,sif,simple fissure,0
34,0,1200,icf,intercrural fissure,0
43,0,1201,apf,ansoparamedian fissure,0
49,0,1202,ipf,intraparafloccular fissure,0
57,0,1203,pms,paramedian sulcus,0
65,0,1204,pfs,parafloccular sulcus,0
624,0,1205,IPF,Interpeduncular fossa,0
